1,en_US,Maple
2,en_US,Oak
3,pl_PL,Leśna
4,pl_PL,Kwiatowa
5,en_US,Main
6,en_US,Oak
7,en_US,Pine
8,en_US,Maple
9,en_US,Cedar
10,en_US,Elm
11,en_US,Washington
12,en_US,Lake
13,en_US,Hill
14,en_US,Walnut
15,en_US,Sunset
16,en_US,Park
17,en_US,Ridge
18,en_US,River
19,en_US,Forest
20,en_US,Chestnut
21,en_US,Lincoln
22,en_US,Jackson
23,en_US,Jefferson
24,en_US,Madison
25,pl_PL,Słoneczna
26,pl_PL,Kwiatowa
27,pl_PL,Spacerowa
28,pl_PL,Łąkowa
29,pl_PL,Leśna
30,pl_PL,Polna
31,pl_PL,Szkolna
32,pl_PL,Parkowa
33,pl_PL,Sportowa
34,pl_PL,Kościelna
35,pl_PL,Wesoła
36,pl_PL,Krótka
37,pl_PL,Długa
38,pl_PL,Rynek
39,pl_PL,Wiosenna
40,pl_PL,Jesienna
41,pl_PL,Zimowa
42,pl_PL,Letnia
43,pl_PL,Piękna
44,pl_PL,Widokowa
45,pl_PL,Jasna
46,pl_PL,Cicha
47,pl_PL,Wspólna
48,pl_PL,Ogrodowa
49,pl_PL,Brzozowa
50,pl_PL,Lipowa
51,pl_PL,Topolowa
52,pl_PL,Świerkowa
53,pl_PL,Akacjowa
54,pl_PL,Modrzewiowa
55,pl_PL,Dębowa
56,pl_PL,Graniczna
57,pl_PL,Różana
58,pl_PL,Tulipanowa
59,pl_PL,Makowa
60,pl_PL,Okrężna
61,pl_PL,Miła
62,pl_PL,Wierzbowa
63,pl_PL,Górna
64,pl_PL,Dolna
65,pl_PL,Sosnowa
66,pl_PL,Wiśniowa
67,pl_PL,Kasztanowa
68,pl_PL,Klonowa
69,pl_PL,Słowicza
70,pl_PL,Bociania
71,pl_PL,Nadbrzeżna
72,pl_PL,Dworcowa
73,pl_PL,Kolejowa
74,pl_PL,Zacisze
75,pl_PL,Północna
76,pl_PL,Południowa
77,pl_PL,Wschodnia
78,pl_PL,Zachodnia
79,pl_PL,Kopernika
80,pl_PL,Mickiewicza
81,pl_PL,Sienkiewicza
82,pl_PL,Reymonta
83,pl_PL,Prusa
84,pl_PL,Konopnickiej
85,pl_PL,Norwida
86,pl_PL,Witosa
87,pl_PL,Piłsudskiego
88,pl_PL,Kościuszki
89,pl_PL,Westerplatte
90,pl_PL,Wyzwolenia
91,pl_PL,Niepodległości
92,pl_PL,3 Maja
93,pl_PL,1 Maja
94,pl_PL,Dworska
95,pl_PL,Zbożowa
96,pl_PL,Kalinowa
97,pl_PL,Fiołkowa
98,pl_PL,Lawendowa
99,pl_PL,Malwowa
100,pl_PL,Słowiańska
101,pl_PL,Kazimierza Wielkiego
102,pl_PL,Waryńskiego
103,pl_PL,Żeromskiego
104,pl_PL,Piastowska
105,pl_PL,Królewska
106,pl_PL,Hetmańska
107,pl_PL,Sudecka
108,pl_PL,Karkonowska
109,pl_PL,Półwiejska
110,pl_PL,Katedralna
111,pl_PL,Rybacka
112,pl_PL,Stawowa
113,pl_PL,Krasińskiego
114,pl_PL,Kordeckiego
115,pl_PL,Grodzka
116,pl_PL,Dobra
117,pl_PL,Śliska
118,pl_PL,Aleksandrowska
119,pl_PL,Batorego
120,pl_PL,Chłodna
121,pl_PL,Cyprysowa
122,pl_PL,Dworska
123,pl_PL,Fabryczna
124,pl_PL,Gajowa
125,pl_PL,Handlowa
126,pl_PL,Inżynierska
127,pl_PL,Jagodowa
128,pl_PL,Kamienna
129,pl_PL,Lotnicza
130,pl_PL,Metalowa
131,pl_PL,Nadziei
132,pl_PL,Obrońców
133,pl_PL,Paderewskiego
134,pl_PL,Robotnicza
135,pl_PL,Spokojna
136,pl_PL,Techniczna
137,pl_PL,Ujazdowska
138,pl_PL,Węglowa
139,pl_PL,Zbożowa
140,pl_PL,Źródlana
141,pl_PL,Żniwna
142,pl_PL,Żwirowa
143,pl_PL,Akademicka
144,pl_PL,Bałtycka
145,pl_PL,Bociania
146,pl_PL,Brylantowa
147,pl_PL,Cisowa
148,pl_PL,Cmentarna
149,pl_PL,Czarna
150,pl_PL,Dębowa Aleja
151,pl_PL,Diamentowa
152,pl_PL,Działkowa
153,pl_PL,Estetyczna
154,pl_PL,Foremna
155,pl_PL,Głęboka
156,pl_PL,Głogowa
157,pl_PL,Goplana
158,pl_PL,Grabowa
159,pl_PL,Harcerska
160,pl_PL,Jachtowa
161,pl_PL,Jana Pawła II
162,pl_PL,Jasnogórska
163,pl_PL,Kameliowa
164,pl_PL,Kanarkowa
165,pl_PL,Kasztelańska
166,pl_PL,Klonowa Górka
167,pl_PL,Kozia
168,pl_PL,Kresowa
169,pl_PL,Krucza
170,pl_PL,Książęca
171,pl_PL,Letnia Aleja
172,pl_PL,Lotników
173,pl_PL,Łowiecka
174,pl_PL,Magnoliowa
175,pl_PL,Makowa Aleja
176,pl_PL,Miedziana
177,pl_PL,Modra
178,pl_PL,Oliwkowa
179,pl_PL,Orlicza
180,pl_PL,Perłowa
181,pl_PL,Platynowa
182,pl_PL,Podleśna
183,pl_PL,Połczyńska
184,pl_PL,Robotnicza Górna
185,pl_PL,Przemysłowa
186,pl_PL,Rzemieślnicza
187,pl_PL,Batorego
188,pl_PL,Słowackiego
189,pl_PL,Górnicza
190,pl_PL,Nadwiślańska
191,pl_PL,Morska
192,pl_PL,Stanisława Moniuszki
193,pl_PL,Sikorskiego
194,pl_PL,Słowacka
195,pl_PL,Moniuszki
196,pl_PL,Broniewskiego
197,pl_PL,Traugutta
198,pl_PL,Śląska
199,pl_PL,Sikorskiego
200,pl_PL,Kołłątaja
201,pl_PL,Sadowa
202,pl_PL,Targowa
203,pl_PL,Żytnia
204,pl_PL,Wieniawskiego
205,pl_PL,Słoneczna Północ
206,pl_PL,Sienkiewicza
207,pl_PL,Mazowiecka
208,pl_PL,Sienkiewicza
209,pl_PL,Żwirki i Wigury
210,pl_PL,Przyjazna
211,pl_PL,Słowicza
212,pl_PL,Wyspiańskiego
213,pl_PL,Orkana
214,pl_PL,Broniewskiego
215,pl_PL,Mickiewicza
216,pl_PL,Kordeckiego
217,pl_PL,Grunwaldzka
218,pl_PL,Batorego
219,pl_PL,Piotra Skargi
220,pl_PL,Jana III Sobieskiego
221,pl_PL,Sobieskiego
222,pl_PL,Sienna
223,pl_PL,Królewska
224,pl_PL,Bema
225,pl_PL,Saperska
226,pl_PL,Żytnia
